id,pred
1859,0.9913983
9974,0.5583873
1472,1.2844331
503,1.3789315
8557,1.5945098
7709,0.7854331
8346,1.5089593
33,0.5316341
1398,0.9184268
7110,1.0087508
65,0.6782963
11861,0.7440198
1955,0.5417507
2217,1.7409403
11510,0.6094313
11828,0.86070186
4745,1.171253
6855,0.34098625
11488,1.4288857
13692,1.4972899
13746,2.4460044
3466,1.1796651
14025,2.1671498
1297,1.2844267
3480,0.507665
13490,0.7312597
3825,0.77663034
5413,1.2702351
7601,0.7965777
5762,1.3543966
2240,1.8391657
12882,1.363014
2881,0.80139947
5908,0.39439127
2500,1.1047714
10338,1.1994231
1618,1.9113846
7037,1.019475
1970,0.63753235
11792,1.608665
85,1.0324937
13347,1.2615328
1157,1.6815412
9272,1.0369015
1308,0.8597897
13547,1.2869391
8200,1.8125336
12348,1.0909232
7279,0.46554074
5321,1.0863338
812,1.3814224
3137,0.83349454
11358,2.0135362
9148,0.8718466
1356,1.6449218
2142,1.6542432
11678,1.1069043
13832,1.4250687
9463,1.1537867
5433,1.0449953
8934,0.95796955
4675,2.7602198
7297,1.9042497
6468,1.0777543
135,1.4125981
6193,0.4748144
12757,1.5755552
11692,0.56997645
3993,0.5971385
11922,1.0621713
14379,1.9037578
11226,0.9671915
3081,1.068661
7046,0.7948085
10647,1.2418673
1365,1.3072023
8807,1.038108
10717,0.5391944
14853,0.9545611
2595,0.66798115
5888,2.0430012
10656,1.6772414
10881,0.9882893
5891,0.78404063
6870,1.3147275
1752,0.60346127
4308,1.068583
7198,0.7405858
4124,2.4623556
6738,1.0474855
3386,1.8992391
4995,1.6014686
6544,0.69586444
3713,2.3891761
12947,2.3838694
11565,1.0071759
6914,1.7224488
14904,1.7164056
12767,1.2869908
9940,1.022658
4206,0.45018315
5229,1.371093
9072,1.4612684
6706,1.3202353
14369,2.413279
8226,1.5666451
3191,1.2710696
4864,1.7764075
7632,0.9228511
1045,1.8080127
10369,2.6908395
3085,1.9393466
10882,1.2083424
11203,0.806697
2601,2.1373897
12694,0.21668833
4438,1.0319963
4970,0.8469765
1089,1.1358715
1442,1.7283921
14516,1.0937811
13127,0.7748805
9360,0.88344115
14837,1.9766669
10666,1.4620562
12250,0.6586724
8965,1.4519476
6268,0.8222546
13817,1.9087281
14996,1.0194299
6867,1.7399158
13845,1.8870807
5082,2.3053854
4056,1.3805565
13161,1.3698945
550,0.28647125
14088,0.63142323
7290,1.6556804
2058,1.5891277
4868,1.6552447
11199,0.74200577
708,1.483521
15022,0.81240773
1573,1.4934297
13998,0.92910564
9820,0.9552844
7878,0.79685014
12884,0.89213157
3946,1.0705913
4059,0.98104477
8549,0.9472194
4657,1.304263
4986,0.41805467
989,1.0616648
1092,1.0422083
3762,0.71622217
207,2.0492923
1899,1.0677453
11327,1.2213156
2103,1.168353
6014,0.9372524
13656,1.1188308
2001,1.235555
2465,0.8221275
12746,0.395657
1191,1.3106757
10802,1.0267515
7085,1.2289243
12514,0.4140841
11278,0.858353
11917,0.695945
2964,1.335434
4735,1.1567521
12015,0.9356824
9100,1.6144512
7111,0.93166727
13737,1.3825103
4783,2.0520332
12763,1.6226782
3279,0.9979762
1429,0.8175709
14921,2.5387564
6454,0.8983729
3461,1.5469947
2755,0.7169144
529,1.3146083
6081,1.7098572
1628,0.99883854
7967,1.1461798
1538,1.6555877
4826,0.30115512
12962,0.54045504
9614,0.80924153
13424,0.62770295
10929,1.1779261
7374,0.7939825
2170,1.2190588
3006,1.8261766
5007,1.3889701
8296,0.6262438
11212,0.9444922
4524,1.0778155
12430,1.006761
9301,0.8496371
13251,1.351156
14597,1.1195483
155,1.9053702
1318,1.7021747
13427,0.5918368
976,0.44768664
15051,1.0017161
10405,0.8518053
8785,0.9475999
11713,0.96471995
8914,2.190687
4858,1.9993048
7902,0.9183039
8529,0.3532231
3351,0.5009931
3841,1.9861574
12344,0.5652065
10107,1.030906
6808,1.3546407
2369,1.6957141
9861,0.7953163
14699,0.82259613
3026,1.1551477
5956,2.0701542
11449,1.5366161
14961,0.8211072
3887,0.7838213
6023,1.76982
925,0.92891777
14040,0.87537885
13220,0.8577745
8323,0.9726907
11055,0.39094025
9520,0.6121379
10809,0.6630585
2879,2.2768726
4133,0.72679865
7247,1.3158045
14600,1.3973601
10218,1.8408532
2099,1.2951157
9091,0.4549909
10607,1.0857425
14174,1.1958249
4005,1.5149297
11864,1.6333047
7564,0.832299
7006,0.49301404
771,0.4250124
10546,1.6066043
8171,1.7731125
7355,0.7683776
13184,0.54958516
6378,0.5102348
1419,1.2532353
1908,0.74283946
9074,0.8684235
6783,0.71260977
12001,1.0003154
6577,0.4903357
4385,0.45842445
7770,0.8650642
12074,1.2476423
1533,1.3550432
14534,1.2126752
11473,2.136746
3725,1.0528951
11179,0.8275868
5859,1.1083438
643,0.6887507
14945,1.7563493
7040,1.2119206
10803,0.4441286
14964,1.1569167
5748,0.8088456
3056,0.66073656
11503,0.91720134
9594,0.4348724
13904,1.3701515
13265,0.871438
14521,0.73600584
1311,0.8194621
9651,1.106087
8147,2.2772458
7619,0.27418268
8417,1.6314628
5971,0.7446835
171,0.7159343
397,1.2698042
13134,1.1215293
9987,1.256098
9161,1.330514
13196,0.8256498
2650,1.5315437
1880,0.8560395
11388,1.518466
9364,0.52550924
4643,2.4938524
5790,0.55953586
13708,1.6822228
7587,1.4676905
9955,0.4001123
14119,1.2713683
279,2.198776
1344,1.1760163
8288,1.5227273
8612,0.54926753
13534,1.0239972
2838,1.5265477
10512,0.6898273
10164,1.897151
3432,1.6949656
4843,0.96331143
11395,0.7147008
2692,1.3534154
3420,1.5008764
4452,1.7049646
7479,1.007857
5259,0.68483514
4014,0.9152931
14633,1.9865367
2672,0.62921685
8979,0.7349707
6443,1.8418257
14660,1.4704928
10256,1.3169334
13418,1.9559908
3401,0.74562794
5934,0.37680534
1961,0.95596755
2522,1.1852788
12129,1.031455
4398,1.7127967
9860,1.3633928
13173,0.44556403
4190,0.7751959
9303,1.0161175
10787,0.5690992
6451,0.74444294
1750,0.6952301
13126,0.9876036
7959,0.9370799
4184,1.3188078
10312,1.0429008
12537,0.75226265
11027,0.7538646
7826,0.6153267
7925,0.14852387
11847,1.605506
10628,1.6517437
7929,0.59187305
4586,1.7008731
4848,1.6816952
10967,1.413718
12393,0.6172055
12114,1.1348329
634,1.076017
13182,1.5932481
2096,0.45921573
5031,2.3785758
10311,1.836297
35,0.39592707
6178,0.90170276
5222,1.6059675
8754,1.7710943
80,0.6139199
7194,0.6890588
1612,0.56491536
5398,0.9216237
13680,1.1306489
1292,1.156882
9862,0.61155236
5846,0.42352143
2604,1.5558662
14543,1.4575331
5267,0.4336176
27,1.3036321
50,1.1918277
3490,1.5909929
11538,0.7037249
10030,0.8825357
8253,1.2470732
13241,1.3974242
6746,1.328622
12108,1.7538866
10300,1.7876298
14834,0.49943125
11995,0.66530657
3260,0.819623
7534,1.0477116
5414,0.80913883
2541,1.9988234
9798,0.9016211
14915,0.9135076
1027,0.9747752
1459,1.0599847
13911,1.7215958
11225,0.8522024
4683,1.3723576
2817,0.9544668
3409,1.118145
7990,0.54884416
14061,1.3368099
14203,1.826199
8959,1.5608809
14087,0.58665836
10602,1.3204631
8322,1.7143687
5739,0.6017755
5390,1.2062557
14965,0.85209703
7581,0.9047368
13453,1.0461869
1056,1.6340749
5875,0.9609877
8291,0.72486746
11162,1.310108
7837,0.7345542
3209,1.7132354
3051,1.3506408
10976,0.54052645
4736,1.1321721
10523,1.4930458
9563,1.2204645
7778,1.0779138
829,1.3433733
10538,1.333699
1744,0.51833755
2175,0.9126792
421,1.3730607
8751,1.307023
14293,1.3465848
4909,1.4620309
13055,1.2769098
2232,1.9552932
965,0.71987987
10431,0.9126531
12914,0.35259032
5086,0.93977153
6573,0.72690535
7991,0.5029039
11860,2.014537
2837,0.95968336
2085,1.1935066
6563,1.5088875
3898,1.1746432
5765,1.9182062
4645,0.65087557
2727,1.3316071
10558,1.4755806
14747,1.8892322
13554,1.1399722
14015,0.5902164
10834,0.9928837
9233,0.65836704
13893,1.2833781
8830,0.90318036
2845,1.2922034
8949,1.0317035
6034,0.9347091
7338,0.5577768
6213,0.79449636
11841,1.2653055
9560,1.4766023
6124,1.314656
10208,1.0445106
8465,1.5051875
9892,0.76497227
11123,1.5743935
5760,1.470901
5008,1.6211004
10898,0.57834876
8153,1.1477078
10144,1.0167882
4759,1.0906751
737,1.3578877
12341,1.2100754
11594,1.5005119
8896,0.5045197
9030,1.9391913
4459,1.1313323
10202,0.8884374
6841,1.8049927
9532,0.9071111
10653,0.76910174
6724,0.9389229
2640,1.1728612
5751,0.8328845
12355,1.5742967
7948,0.6936743
8605,0.55734974
13236,0.29727438
9246,1.1069278
7245,0.565465
12847,0.5808754
4662,0.8970621
1213,0.9998439
7284,1.6385919
2536,0.723242
1407,1.460823
5475,1.1687132
7482,0.7195921
8938,0.32982534
8911,1.4446125
6113,0.8711807
10046,0.98319566
14936,1.1751922
5266,1.0292932
10662,1.1206598
11248,1.8407876
10938,1.5996957
9261,1.5047042
8182,1.1348131
6028,0.35672647
258,1.7758296
14329,0.90976745
4411,0.91106296
12278,1.1777275
14842,0.8400001
10151,0.5863937
4073,1.3796232
10254,0.8770336
4283,1.6332242
9805,1.0053684
3,1.1097426
7667,0.93789595
7650,1.0274446
13480,1.2222745
11342,0.082378626
3764,0.3957157
6963,1.0593157
4804,2.1526034
15032,0.7466392
12227,1.4643955
3417,1.3592134
1979,1.1214238
2711,1.9137943
5688,1.4701246
2413,0.98832977
10376,0.79609543
9278,1.0408981
9832,1.2830276
12811,1.2277282
6913,1.7580397
2487,0.86725545
568,1.2732444
11606,0.44416225
12797,1.716358
6898,0.5490165
11697,1.255931
11750,0.5018255
545,0.50148004
5935,1.1164424
6686,1.8259206
3325,0.86541164
7944,1.973041
1818,0.83242965
574,0.98855805
7807,0.59497535
940,1.2930405
13678,1.225307
4975,0.82554436
5191,0.7416195
1200,1.3092842
142,1.1053472
5016,1.145599
11025,0.94219726
13183,1.6554492
2342,0.85879225
10110,2.3361068
10037,0.8183915
5471,1.5294433
6731,1.1642396
13313,0.60360444
6676,1.7317963
1008,0.4381281
11230,2.0738626
549,0.6137814
851,1.2073455
3876,1.5842667
1444,0.65480363
1706,0.72572297
14975,0.65399176
10135,1.4421915
2712,2.3566906
1136,1.5131452
11720,0.29747623
2816,2.2023787
10827,1.0654665
11315,1.3545431
9785,1.5994885
5799,0.65556693
4599,0.9501455
11790,1.1042824
1476,0.93523395
1068,1.5893102
3070,1.639231
11774,1.0329338
1507,1.1869626
3832,0.8680983
13398,0.5158755
8525,0.87378454
5940,2.1273642
893,0.9969795
10988,1.0963535
1417,0.3487416
1545,1.3064771
13915,0.7186502
14873,0.7847527
4585,1.4893426
12678,0.91618246
2495,1.2308064
5156,1.0065669
1443,0.96854234
2921,1.1171755
329,1.4798439
427,1.5494556
14878,1.4407096
3052,0.57181585
8436,0.5025662
5041,0.5396741
9147,1.8684709
11999,0.8534509
8782,1.4345341
10540,0.6951886
4629,1.4784734
1910,2.1477294
9066,0.95506287
7617,0.47261983
13632,2.309729
10443,1.0918194
13526,1.1085786
8314,0.88620305
5088,1.8171096
13822,0.5469878
11729,1.0497736
738,1.1110908
6473,0.2097016
14492,1.5957133
6688,1.7256562
13111,1.8034267
3928,0.83125705
9467,1.5426486
8117,0.9197724
15019,1.359935
671,1.4068446
14283,1.1435263
13920,1.2929324
11850,0.9850632
4280,0.52699053
13403,0.85844564
1203,0.8331667
5883,1.304064
804,1.617542
10458,1.7274233
2496,0.6039694
4659,0.5999752
9474,0.11164147
8863,1.2754531
4146,1.5310038
11591,0.9323553
13473,1.30372
11569,0.60134274
7162,1.533154
2304,1.0439959
4477,0.9701159
11050,1.7629328
11562,1.3198838
7058,0.7007701
14903,1.0548776
4919,0.5656015
1414,0.28860065
6832,1.080241
15059,2.1674006
991,0.9237019
13355,2.191585
14309,0.92315745
6067,1.6394489
1996,1.1283784
10137,0.36843657
2752,1.2799003
598,1.0382628
8,0.48904505
13009,1.406908
10786,0.46624523
14674,1.689271
4980,1.2449806
1952,1.3987769
5634,0.5722482
7958,1.5473711
2979,0.7124183
7528,0.6868736
6262,1.041475
6656,1.484916
14797,1.3015051
723,1.0575571
11549,1.0444387
11239,1.1226964
13036,1.1006205
14442,0.5524474
8341,0.98179877
3479,1.0670977
11008,1.2230744
8742,2.023635
3985,0.5953858
4729,0.61700857
9036,1.6606781
960,0.4100309
9654,1.5567842
3662,1.3133532
404,1.5855162
12435,1.2784901
6055,2.1214583
13948,1.3561634
11584,2.0323858
816,1.0967655
12754,1.2553456
5405,1.1706479
11712,1.0677309
10730,0.69101495
12930,0.7830004
6253,1.1792715
14527,1.354817
6515,0.92386675
7361,1.3791575
12523,1.6807349
12089,1.0154178
12441,1.9002461
2603,1.3788093
9108,1.0016274
5754,0.7930686
6168,1.0988195
206,1.2884929
11817,1.2307107
8251,0.92652476
8517,1.4206364
12112,0.66304827
12733,1.846801
2553,0.82883227
9315,1.3208067
3939,0.9817926
12738,0.81596106
14930,0.9083334
7980,1.8670676
10855,0.76614213
4884,1.1608965
8047,2.1390572
13317,0.5573534
2388,0.86676085
15076,1.1638947
7043,1.4090991
4082,1.309316
1315,1.0377649
6941,0.76123303
8280,0.9667181
48,1.6895053
168,0.615386
1440,1.0940058
4071,1.3793243
7554,1.2530508
2525,0.8342714
1177,1.0533013
14900,1.0619185
5976,0.6552516
14449,1.6902776
774,1.7280757
3295,0.8753883
10489,1.2706382
13641,0.7335534
7966,0.8260262
5210,1.4015232
7409,0.7810989
10394,1.3064611
3642,1.8111062
9761,0.7449073
13163,1.1897357
8389,2.1147976
13668,0.8662884
13963,1.1279969
4516,0.93620765
9838,2.248222
6076,1.6698141
4639,1.0180329
1698,0.4757467
10747,1.1776838
6181,0.95539606
4313,1.2392765
5734,0.7224311
1743,0.75818074
1471,0.97499704
2632,0.84889436
9780,0.513013
8816,1.1217678
3250,1.595784
9466,1.9444928
6504,1.3474665
5394,1.1898792
9346,0.22358227
5937,1.5494523
7213,1.1095818
5835,0.91425097
252,0.82169193
8427,1.8382108
2086,1.517302
1406,1.1245251
8290,1.4071358
3082,0.8566347
11758,2.1825805
4703,0.86588556
6311,0.8139751
780,0.62437993
1248,0.58691186
1506,1.2325737
14451,0.61112
8508,0.5356255
10310,1.1722736
13151,1.8087335
7744,1.3958637
9672,1.1074948
8715,1.0529418
5325,0.90450615
6966,1.1034223
3673,1.522893
3457,1.3686194
8518,0.9725205
11172,0.84369564
7193,0.81114066
7353,1.5856119
3842,0.60116196
12650,1.3601743
2758,0.5890213
5238,1.3717847
7994,1.47739
8492,1.5643187
3947,1.3861113
13083,1.2573876
7190,1.3185625
7845,2.0087063
11195,0.9213201
6349,0.4459175
1874,1.4625449
3903,0.9892888
1167,0.95273006
3359,0.94030833
9509,1.1318383
846,0.95031923
3230,1.2892475
10382,1.1857975
4525,1.1017089
10095,0.81115824
7975,1.8936913
10910,1.3260893
6994,2.2420073
8376,1.7221978
4003,0.47101852
9697,1.5583801
8570,1.0407944
3974,1.1291593
4888,0.87118244
12044,1.5759802
6583,0.97335416
8360,0.6716605
1774,1.7286196
1646,1.0283843
9085,1.4712162
7688,0.79905677
7571,1.0550022
14517,1.9346445
1501,0.70619863
3294,1.0962877
646,2.1192276
11521,1.226286
1909,0.9780383
8662,1.354966
4492,0.7630061
13364,1.1069186
8167,1.1090429
1487,2.115335
7476,1.0050826
13935,0.8669054
13617,0.9151088
14374,0.89659876
13092,1.1260736
12921,1.6471673
14606,1.3601594
6729,0.84436446
3869,1.201541
4431,1.1008872
7267,1.392134
6978,0.5263989
3892,1.4739656
12643,1.7971961
13790,0.5655972
12561,1.480255
5411,2.5194905
9639,1.5018139
13983,0.8756485
6921,0.70242226
8212,0.04342419
7316,1.8723648
3970,1.3319566
13309,1.5567751
14067,1.3486123
2229,2.3289168
7654,1.0409527
2778,0.77895385
2562,1.2408361
10970,0.4776038
6328,0.912447
7801,1.1129863
10387,1.326079
13958,1.022056
11188,0.71215516
4867,0.548254
2504,1.1005243
1903,1.213687
11076,0.6104387
5038,0.34543553
593,2.8431184
6567,0.98177993
5046,1.5372912
12471,0.9666375
7661,1.1790841
7244,1.2726727
493,2.0142305
12880,0.88757014
10931,0.7856986
680,1.4959416
5432,0.90046084
309,1.206094
1267,1.1104567
13435,1.351043
13015,1.7312334
12715,1.7066319
11092,1.168691
202,0.8274151
7076,0.6487868
8674,1.1631006
4892,1.4984629
3305,1.5618601
9886,0.90639526
2188,2.0477145
11098,0.69136184
3376,1.2081137
8053,0.49989843
13671,1.3862072
4693,1.9446781
13463,1.1933372
11965,0.61750734
12055,1.3840599
13020,1.481141
12102,0.8580652
5617,0.92455447
7575,0.4648102
4815,1.247247
13226,1.0281829
4295,1.0605543
14118,1.4347811
11180,1.0228016
11042,0.9416097
11630,1.1174421
1784,2.1056602
4918,1.2813878
14254,0.7681256
1101,0.9011411
6340,0.8845013
11337,1.3858962
13249,1.3274508
175,0.809188
12781,1.0221924
5294,1.2820888
2796,0.5072907
322,0.54300624
7107,0.83544695
12109,1.0882001
10807,1.5651698
14402,1.0678891
6693,0.74213743
5954,1.6076312
10059,2.1234465
4705,0.32779348
14150,1.6115965
8433,0.9392535
2989,1.0375443
467,1.9880617
1548,1.7839208
6084,1.3019438
8945,0.7520987
9635,0.6984267
9946,1.5420203
5850,0.74065554
6501,0.94200903
6044,0.7788314
7602,0.58555484
2215,1.30971
6212,2.0131822
787,0.72324646
1517,1.4021621
10815,1.1737154
7766,0.69201905
7069,1.0159957
1041,1.6143789
5640,0.55357003
13736,1.2436593
386,1.8037474
10373,1.2469904
10637,1.4937587
1692,1.5597832
14787,1.3225062
11596,1.3904984
14820,0.99975944
215,1.4497674
14457,1.5111682
4637,0.96500635
9577,1.9461195
13123,1.5902522
638,1.2206601
10609,0.51351225
7962,0.92794406
8352,1.5830274
7498,1.1922055
10866,0.951682
11517,1.3280761
799,1.3005831
10674,1.5460128
6902,2.10136
569,0.7704711
14163,1.3986566
13544,0.69467604
2478,1.0557129
14278,0.6373254
12231,0.8883344
5741,0.9308311
4049,2.1304238
8956,0.57975405
4974,1.1481366
10764,0.6262697
9548,1.5249138
742,1.2302449
14562,0.63060915
571,1.0186251
719,2.0670357
10303,0.53943795
8372,1.6864705
14708,1.2083807
14007,0.26799828
12184,0.65612537
4230,1.5912237
7217,0.5405991
9176,1.0319763
10930,0.8599887
7129,2.204219
10596,1.4913336
483,0.9575834
5928,1.0294477
6651,1.6994947
4536,0.67321295
7458,0.5288645
2502,1.075738
1112,1.0629001
1436,1.3572117
12088,0.7279961
4779,0.5183065
2287,0.84978735
13838,0.19763333
5131,2.2473269
7050,0.5952805
10948,0.8552449
5136,0.43502778
9035,1.0547626
6218,1.1299284
9340,0.8765533
9719,0.8182413
96,1.3360398
452,0.8001383
3284,0.8999574
3299,0.7846217
4024,1.2130682
8234,1.0737584
14096,0.6204326
6125,1.6716146
8287,0.97333723
14490,1.4070086
9126,0.3300442
5396,0.19768566
9991,0.39900157
7054,1.4635341
9073,0.60046357
12838,0.6801987
8357,1.0909371
3512,1.0301162
8983,0.6518859
10683,0.7955187
5725,1.6763939
12830,1.1711831
14501,1.2869368
14972,1.107908
5991,0.9948453
7315,1.5679139
12450,1.9931014
2925,1.9571793
2575,1.2352573
69,0.65876406
5195,0.7282292
1599,1.8376849
918,1.2468053
9806,1.7917871
402,0.83482426
2386,1.5533576
7977,1.4265966
14363,2.0215874
10927,1.1203468
2724,1.6023092
3796,1.2484943
8071,1.468157
10123,0.5112277
2847,0.5934862
11455,0.76180446
6992,1.837115
5488,0.8250196
12958,1.9076147
2932,2.3288054
8523,0.9187852
7701,1.3131089
14120,0.6294533
2403,1.1763635
14367,0.91280824
12037,0.19231993
14116,0.91801417
6040,1.1820116
